total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,average_confidence,ticket_id,title,confidence,confidence_bin,dominant_language
16,0,0,16,0,0,{},0,"[{'word': 'البريد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الالكتروني', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'توصلنيش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'المشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'البريد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الالكتروني', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الميساجات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'توصلنيش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'وجربت', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نبدل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'البراوزر', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نفس', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'المشكل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,86,البريد الالكتروني ما توصلنيش,100.0,Excellente (95-100%),Arabe
15,0,0,15,0,0,{},0,"[{'word': 'التليفون', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الداخلي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يرن', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جماعة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'التليفون', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الداخلي', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يرن', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'لازم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نصلحو', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'بسرعة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,91,التليفون الداخلي ما يرنّش,100.0,Excellente (95-100%),Arabe
19,5,12,0,1,0,{},1,"[{'word': 'Excel', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'crash', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Salem', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'i', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""can't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'open', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Excel', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'ça', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'crash', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'direct', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Maybe', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""it's"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'related', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'last', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'update', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'chnoa', 'language': 'unknown', 'confidence': 18, 'is_technical': False}, {'word': 'solution', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},93.58,113,Excel crash urgent,93.58,Bonne (85-95%),Anglais
13,9,3,0,0,1,{'it_abbreviation': 1},0,"[{'word': 'Écran', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'noir', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'écran', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'reste', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'noir', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'au', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'démarrage', 'language': 'french', 'confidence': 130, 'is_technical': False}, {'word': 'pourtant', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'semble', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'allumé', 'language': 'french', 'confidence': 85, 'is_technical': False}]",{},95.0,5,Écran noir,95.0,Bonne (85-95%),Français
10,2,1,0,3,3,"{'it_abbreviation': 2, 'error_codes': 1}",1,"[{'word': 'PC', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'boot', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Pc', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'y3tini', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '0xc000000f', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'ma', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'y7ebch', 'language': 'tunisian_latin', 'confidence': 140, 'is_technical': False}, {'word': 'ydemarre', 'language': 'unknown', 'confidence': 18, 'is_technical': False}]","{'error_codes': ['0xc000000f'], 'hex_codes': ['0xc000000f'], 'memory_addresses': ['0xc000000f']}",95.8,47,PC boot error,95.8,Excellente (95-100%),Tunisien
14,1,12,0,1,0,{},0,"[{'word': 'Deleted', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'folder', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'accidentally', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'deleted', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'folder', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'from', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Can', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'it', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'be', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'restored', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},98.57,135,Deleted folder,98.57,Excellente (95-100%),Anglais
28,0,0,28,0,0,{},0,"[{'word': 'مشكلة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الطابعة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'أهلا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الطابعة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تخدمش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'من', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'الصباح', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'مرة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحاول', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نطبع', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تعمل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'صوت', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برك', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'وما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يخرجش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'حتى', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ورقة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحتاج', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نطبع', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'فواتير', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'اليوم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ممكن', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تجو', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تشوفو', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'مشكورين', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}]",{},100.0,80,مشكلة في الطابعة,100.0,Excellente (95-100%),Arabe
18,4,14,0,0,0,{},0,"[{'word': 'NullReferenceException', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'in', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'C', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'app', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'm', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'getting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'NullReferenceException', 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'in', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'the', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'C', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'app', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Seems', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'like', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'missing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'dependency', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},94.44,105,NullReferenceException in C# app,94.44,Bonne (85-95%),Anglais
13,6,5,0,0,1,{'error_codes': 1},1,"[{'word': 'Erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Visual', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Studio', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""j'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'une', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '0x80070005', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'quand', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': ""d'installer"", 'language': 'english', 'confidence': 90, 'is_technical': False}, {'word': 'Visual', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Studio', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'error_codes': ['0x80070005'], 'hex_codes': ['0x80070005'], 'memory_addresses': ['0x80070005']}",90.15,37,Erreur Visual Studio,90.15,Bonne (85-95%),Français
13,11,1,0,0,0,{},1,"[{'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'plantage', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'plante', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'à', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'chaque', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'fois', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'que', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""j'essaie"", 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': ""d'envoyer"", 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'un', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mail', 'language': 'french', 'confidence': 90, 'is_technical': False}]",{},80.92,123,Outlook plantage,80.92,Moyenne (70-85%),Français
15,11,0,0,0,1,{'ports': 1},3,"[{'word': 'Port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'firewall', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'besoin', 'language': 'unknown', 'confidence': 25, 'is_technical': False}, {'word': ""d'ouvrir"", 'language': 'unknown', 'confidence': 18, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'port', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '443', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'sur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'mon', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'firewall', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pour', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'accéder', 'language': 'french', 'confidence': 77, 'is_technical': False}, {'word': 'à', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': ""l'API"", 'language': 'unknown', 'confidence': 18, 'is_technical': False}]",{'ports': ['port 443']},77.2,154,Port firewall,77.2,Moyenne (70-85%),Français
